Mandant|Buchungskreis|Werk|Buchungsdatum|Belegdatum|Materialdokument|Pos|Material|Materialkurztext|Bewegungsart|Menge|Einheit|Betrag_in_HW|Waehrung|Lieferant|Buchungstext|Kostenstelle|Lagerort|Benutzername
100|1000|PL03|22.07.2024|20.07.2024|5000011143|1|PETRL001|Motorenbenzin|261|178.538|L|16828.95|INR|V-K002|Verbrauch Wartung Noida|KST-PRD-01|SL03|GMISHRA
100|1000|PL03|28.07.2024|25.07.2024|5000011144|1|PETRL001|Benzin|261|172.015|L|17522.23|INR|V-K009||KST-FAC-03|SL03|DRAO
100|1000|PL03|17.07.2024|14.07.2024|5000011145|1|PETRL001|Motorenbenzin|261|183.114|L|18151.19|INR|V-K007|Verbrauch Produktion Noida|KST-PRD-02|SL03|SNEHA
100|1000|PL03|12.07.2024|09.07.2024|5000011146|1|CNGFUEL1|Erdgas CNG|261|149.753|KG|12180.94|INR|V-K001|Tanken Notstromaggregat Noida|KST-LOG-02|SL03|NREDDY
100|1000|PL03|23.07.2024|23.07.2024|5000011147|1|CNGFUEL1|Erdgas CNG|261|214.331|KG|16820.42|INR|V-K007|Verbrauch Kantine Noida|KST-FAC-05|SL03|AKUMAR
100|1000|PL03|12.07.2024|10.07.2024|5000011148|1|CNGFUEL1|Erdgas CNG|261|131.62|KG|11340.74|INR|V-K004|Auffuellung Fahrzeugflotte Noida|KST-OPS-01|SL03|ASAXEN
100|1000|PL03|25.07.2024|24.07.2024|5000011149|1|CNGFUEL1|Komprimiertes Erdgas|261|241.421|KG|20899.84|INR|V-K009|Auffuellung DG-Set Noida|KST-FAC-02|SL03|RPANDEY
100|1000|PL03|28.08.2024|25.08.2024|5000011150|1|DIESEL001|Diesel|261|822.605|L|58369.61|INR|V-RELI1|Verbrauch Kantine Noida|KST-LOG-02|SL03|AKUMAR
100|1000|PL03|18.08.2024|15.08.2024|5000011151|1|DIESEL001|Diesel|261|836.953|L|63227.64|INR|V-K002|Verbrauch Generator Noida|KST-OPS-02|SL03|KVELU
100|1000|PL03|25.08.2024|22.08.2024|5000011151|1|DIESEL001|Diesel|261|733.925|L|56496.35|INR|V-RELI1|Tanken Fahrzeugflotte Noida|KST-PRD-02|SL03|SNEHA
100|1000|PL03|13.08.2024|12.08.2024|5000011153|1|DIESEL001|Dieselkraftstoff|261|329.007|L|22294.83|INR|V-K010|Entnahme DG-Set Noida|KST-FAC-02|SL03|KVELU
100|1000|PL03|23.08.2024|23.08.2024|5000011154|1|DIESEL001|Dieselkraftstoff|261|397.252|L|26507.43|INR|V-K005|Entnahme Wartung Noida|KST-LOG-01|SL03|SPRIYA
100|1000|PL03|17.08.2024|14.08.2024|5000011155|1|DIESEL001|Diesel|261|771.831|L|58573.85|INR|V-ESSAR|Entnahme DG-Set Noida|KST-OPS-03|SL03|GMISHRA
100|1000|PL03|26.08.2024|26.08.2024|5000011156|1|PETRL001|Benzin|261|92.481|L|9363.91|INR|V-K007|Auffuellung Notstromaggregat Noida|KST-FAC-02|SL03|GMISHRA
100|1000|PL03|07.08.2024|07.08.2024|5000011157|1|PETRL001|Benzin|261|154.041|L|13953.12|INR|V-BPCL1|Entnahme Heizung Noida|KST-LOG-03|SL03|SNEHA
100|1000|PL03|05.08.2024|05.08.2024|5000011158|1|PETRL001|Benzin|261|233.623|L|22066.23|INR|V-K004|Tanken Heizung Noida|KST-OPS-03|SL03|SPRIYA
100|1000|PL03|05.08.2024|05.08.2024|5000011159|1|PETRL001|Motorenbenzin|261|143.586|L|14687.16|INR|V-K002|Nutzung Notstromaggregat Noida|KST-FAC-02|SL03|TLAXMAN
100|1000|PL03|02.08.2024|30.07.2024|5000011160|1|PETRL001|Benzin|261|139.922|L|14339.44|INR|V-K003|Tanken Fahrzeugflotte Noida|KST-PRD-01|SL03|BCHATT
100|1000|PL03|17.08.2024|16.08.2024|5000011161|1|CNGFUEL1|Erdgas CNG|261|104.828|KG|9335.96|INR|V-K005|Nutzung Generator Noida|KST-OPS-01|SL03|DRAO
100|1000|PL03|15.08.2024|12.08.2024|5000011162|1|CNGFUEL1|Erdgas CNG|261|252.728|KG|22441.89|INR|V-K002|Entnahme Kantine Noida|KST-MNT-01|SL03|SNEHA
100|1000|PL03|05.08.2024|04.08.2024|5000011163|1|CNGFUEL1|Komprimiertes Erdgas|261|118.638|KG|9913.85|INR|V-K003|Entnahme DG-Set Noida|KST-FAC-05|SL03|PSINGH
100|1000|PL03|14.08.2024|12.08.2024|5000011164|1|CNGFUEL1|Komprimiertes Erdgas|261|100.113|KG|8998.18|INR|V-K002|Verbrauch Notstromaggregat Noida|KST-FAC-07|SL03|PSINGH
100|1000|PL03|04.09.2024|04.09.2024|5000011165|1|DIESEL001|Diesel|261|787.014|L|58731.44|INR|V-K005|Auffuellung Produktion Noida|KST-LOG-01|SL03|TLAXMAN
100|1000|PL03|17.09.2024|16.09.2024|5000011166|1|DIESEL001|Diesel|261|783.713|L|54127.78|INR|V-K005|Entnahme Fahrzeugflotte Noida|KST-LOG-01|SL03|DRAO
100|1000|PL03|19.09.2024|17.09.2024|5000011167|1|DIESEL001|Diesel|261|363.898|L|25042.06|INR|V-K004|Nutzung Produktion Noida|KST-OPS-03|SL03|SPRIYA
100|1000|PL03|14.09.2024|11.09.2024|5000011168|1|DIESEL001|Diesel|261|639.944|L|44177.6|INR|V-IOCL1|Tanken Wartung Noida|KST-PRD-02|SL03|AKUMAR
100|1000|PL03|13.09.2024|10.09.2024|5000011169|1|DIESEL001|Dieselkraftstoff|261|548.534|L|38444.12|INR|V-K008|Entnahme Heizung Noida|KST-FAC-07|SL03|RPANDEY
100|1000|PL03|13.09.2024|10.09.2024|5000011170|1|DIESEL001|Dieselkraftstoff|261|471.881|L|32153.77|INR|V-K007|Tanken Fahrzeugflotte Noida|KST-OPS-02|SL03|ASAXEN
100|1000|PL03|05.09.2024|02.09.2024|5000011171|1|PETRL001|Motorenbenzin|261|232.419|L|23360.33|INR|V-K001|Verbrauch Kantine Noida|KST-FAC-07|SL03|RJOSHI
100|1000|PL03|27.09.2024|25.09.2024|5000011172|1|PETRL001|Motorenbenzin|261|193.23|L|17556.45|INR|V-K010|Verbrauch DG-Set Noida|KST-OPS-01|SL03|AKUMAR
100|1000|PL03|13.09.2024|10.09.2024|5000011173|1|PETRL001|Benzin|261|125.446|L|12691.88|INR|V-K003|Auffuellung DG-Set Noida|KST-FAC-07|SL03|AKUMAR
100|1000|PL03|21.09.2024|21.09.2024|5000011174|1|PETRL001|Motorenbenzin|261|183.102|L|16261.66|INR|V-BPCL1|Nutzung Kantine Noida|KST-PRD-02|SL03|SPRIYA
100|1000|PL03|10.09.2024|07.09.2024|5000011175|1|PETRL001|Motorenbenzin|261|217.184|L|22466.26|INR|V-K004|Tanken Generator Noida|KST-OPS-03|SL03|SPRIYA
100|1000|PL03|02.09.2024|02.09.2024|5000011176|1|CNGFUEL1|Komprimiertes Erdgas|261|121.535|KG|9750.86|INR|V-BPCL1|Entnahme Wartung Noida|KST-LOG-02|SL03|DRAO
100|1000|PL03|14.09.2024|14.09.2024|5000011177|1|CNGFUEL1|Erdgas CNG|261|287.487|KG|24331.72|INR|V-K004||KST-OPS-02|SL03|DRAO
100|1000|PL03|27.09.2024|25.09.2024|5000011178|1|CNGFUEL1|Erdgas CNG|261|137.312|KG|11967.19|INR|V-K006|Entnahme Produktion Noida|KST-OPS-03|SL03|SPRIYA
100|1000|PL03|25.09.2024|24.09.2024|5000011179|1|CNGFUEL1|Komprimiertes Erdgas|261|273.835|KG|22347.17|INR|V-K006|Verbrauch Notstromaggregat Noida|KST-OPS-01|SL03|SNEHA
100|1000|PL03|09.10.2024|08.10.2024|5000011180|1|DIESEL001|Dieselkraftstoff|261|550.722|L|40486.5|INR|V-K006|Nutzung Heizung Noida|KST-OPS-01|SL03|DRAO
100|1000|PL03|07.10.2024|06.10.2024|5000011181|1|DIESEL001|Diesel|261|708.213|L|52982.47|INR|V-K009|Verbrauch Wartung Noida|KST-LOG-02|SL03|TLAXMAN
100|1000|PL03|25.10.2024|25.10.2024|5000011182|1|DIESEL001|Diesel|261|878.486|L|61127.71|INR|V-K005|Tanken Notstromaggregat Noida|KST-OPS-01|SL03|DRAO
100|1000|PL03|27.10.2024|24.10.2024|5000011183|1|DIESEL001|Diesel|261|848.463|L|58459.52|INR|V-K008|Tanken Heizung Noida|KST-FAC-02|SL03|VMEHTA
100|1000|PL03|22.10.2024|20.10.2024|5000011184|1|DIESEL001|Diesel|261|459.22|L|30633.22|INR|V-K007||KST-FAC-05|SL03|RJOSHI
100|1000|PL03|03.10.2024|01.10.2024|5000011185|1|DIESEL001|Diesel|261|309.806|L|23136.71|INR|V-HPCL1|Nutzung Heizung Noida|KST-LOG-03|SL03|TLAXMAN
100|1000|PL03|18.10.2024|16.10.2024|5000011186|1|PETRL001|Benzin|261|225.39|L|21253.25|INR|V-IOCL1|Tanken Produktion Noida|KST-OPS-01|SL03|PSINGH
100|1000|PL03|21.10.2024|20.10.2024|5000011187|1|PETRL001|Motorenbenzin|261|83.517|L|8337.58|INR|V-IOCL1|Entnahme Heizung Noida|KST-FAC-05|SL03|VMEHTA
100|1000|PL03|24.10.2024|23.10.2024|5000011188|1|PETRL001|Motorenbenzin|261|96.593|L|8990.28|INR|V-K002|Tanken Heizung Noida|KST-OPS-03|SL03|AKUMAR
100|1000|PL03|03.10.2024|01.10.2024|5000011189|1|PETRL001|Benzin|261|99.273|L|8952.97|INR|V-K008|Nutzung Kantine Noida|KST-OPS-02|SL03|MGUPTA
100|1000|PL03|26.10.2024|26.10.2024|5000011190|1|PETRL001|Motorenbenzin|261|214.13|L|20187.72|INR|V-BPCL1|Tanken Generator Noida|KST-LOG-02|SL03|RJOSHI
100|1000|PL03|06.10.2024|05.10.2024|5000011191|1|CNGFUEL1|Erdgas CNG|261|132.068|KG|11288.3|INR|V-IOCL1|Entnahme Wartung Noida|KST-OPS-01|SL03|DRAO
100|1000|PL03|04.10.2024|01.10.2024|5000011192|1|CNGFUEL1|Komprimiertes Erdgas|261|133.505|KG|11317.83|INR|V-BPCL1|Entnahme Notstromaggregat Noida|KST-MNT-01|SL03|PSINGH
100|1000|PL03|13.10.2024|11.10.2024|5000011193|1|CNGFUEL1|Erdgas CNG|261|139.823|KG|11795.41|INR|V-IOCL1|Entnahme Fahrzeugflotte Noida|KST-FAC-03|SL03|RPANDEY
100|1000|PL03|11.10.2024|08.10.2024|5000011194|1|CNGFUEL1|Komprimiertes Erdgas|261|126.816|KG|10814.74|INR|V-K008|Auffuellung Generator Noida|KST-LOG-01|SL03|SPRIYA
100|1000|PL03|20.11.2024|20.11.2024|5000011195|1|DIESEL001|Diesel|261|447.623|L|31845.41|INR|V-K005|Entnahme DG-Set Noida|KST-OPS-03|SL03|NREDDY
100|1000|PL03|09.11.2024|07.11.2024|5000011196|1|DIESEL001|Diesel|261|888.786|L|62597.91|INR|V-K007|Auffuellung DG-Set Noida|KST-OPS-01|SL03|RJOSHI
100|1000|PL03|23.11.2024|23.11.2024|5000011197|1|DIESEL001|Dieselkraftstoff|261|858.846|L|65315.31|INR|V-K005|Tanken DG-Set Noida|KST-FAC-03|SL03|KVELU
100|1000|PL03|19.11.2024|18.11.2024|5000011198|1|DIESEL001|Dieselkraftstoff|261|438.912|L|33328.21|INR|V-RELI1|Nutzung Kantine Noida|KST-PRD-02|SL03|AKUMAR
100|1000|PL03|18.11.2024|16.11.2024|5000011199|1|DIESEL001|Dieselkraftstoff|261|837.195|L|55848.69|INR|V-IOCL1|Verbrauch Generator Noida|KST-FAC-02|SL03|DRAO
100|1000|PL03|04.11.2024|04.11.2024|5000011200|1|DIESEL001|Dieselkraftstoff|261|834.841|L|63085.13|INR|V-K003|Verbrauch Generator Noida|KST-LOG-01|SL03|TLAXMAN
100|1000|PL03|11.11.2024|10.11.2024|5000011201|1|PETRL001|Benzin|261|190.243|L|19334.85|INR|V-K004|Nutzung Heizung Noida|KST-PRD-01|SL03|BCHATT
100|1000|PL03|14.11.2024|14.11.2024|5000011202|1|PETRL001|Motorenbenzin|261|178.037|L|18026.36|INR|V-K007|Verbrauch Kantine Noida|KST-LOG-02|SL03|PSINGH
100|1000|PL03|12.11.2024|11.11.2024|5000011203|1|PETRL001|Motorenbenzin|261|245.533|L|23866.59|INR|V-ESSAR|Nutzung Notstromaggregat Noida|KST-PRD-01|SL03|AKUMAR
100|1000|PL03|01.11.2024|01.11.2024|5000011204|1|PETRL001|Motorenbenzin|261|180.425|L|17850.95|INR|V-K010|Tanken Heizung Noida|KST-LOG-03|SL03|AKUMAR
100|1000|PL03|08.11.2024|08.11.2024|5000011205|1|PETRL001|Benzin|261|196.292|L|17994.2|INR|V-IOCL1|Tanken Wartung Noida|KST-PRD-01|SL03|PSINGH
100|1000|PL03|04.11.2024|02.11.2024|5000011206|1|CNGFUEL1|Komprimiertes Erdgas|261|189.415|KG|16481.44|INR|V-K007|Auffuellung Notstromaggregat Noida|KST-LOG-03|SL03|GMISHRA
100|1000|PL03|22.11.2024|21.11.2024|5000011207|1|CNGFUEL1|Komprimiertes Erdgas|261|141.356|KG|12726.47|INR|V-K008|Auffuellung Fahrzeugflotte Noida|KST-FAC-02|SL03|SPRIYA
100|1000|PL03|14.11.2024|11.11.2024|5000011208|1|CNGFUEL1|Komprimiertes Erdgas|261|112.281|KG|8871.37|INR|V-K007|Auffuellung DG-Set Noida|KST-FAC-02|SL03|AKUMAR
100|1000|PL03|14.11.2024|14.11.2024|5000011209|1|CNGFUEL1|Erdgas CNG|261|257.139|KG|22159.26|INR|V-K008|Entnahme Wartung Noida|KST-PRD-01|SL03|PSINGH
100|1000|PL03|09.12.2024|08.12.2024|5000011210|1|DIESEL001|Diesel|261|432.339|L|28723.53|INR|V-K004|Verbrauch Generator Noida|KST-LOG-01|SL03|MGUPTA
100|1000|PL03|09.12.2024|07.12.2024|5000011211|1|DIESEL001|Diesel|261|713.945|L|52705.95|INR|V-K001|Tanken Heizung Noida|KST-LOG-02|SL03|AKUMAR
100|1000|PL03|10.12.2024|08.12.2024|5000011212|1|DIESEL001|Dieselkraftstoff|261|754.642|L|54820.7|INR|V-K009|Nutzung Fahrzeugflotte Noida|KST-OPS-03|SL03|RPANDEY
100|1000|PL03|05.12.2024|05.12.2024|5000011213|1|DIESEL001|Diesel|261|761.096|L|54095.08|INR|V-K003|Entnahme Kantine Noida|KST-PRD-01|SL03|AKUMAR
100|1000|PL03|23.12.2024|21.12.2024|5000011214|1|DIESEL001|Dieselkraftstoff|261|677.308|L|52360.47|INR|V-K007|Verbrauch Produktion Noida|KST-LOG-02|SL03|SPRIYA
100|1000|PL03|02.12.2024|30.11.2024|5000011215|1|DIESEL001|Diesel|261|582.83|L|40845.37|INR|V-K001|Verbrauch Heizung Noida|KST-OPS-02|SL03|BCHATT
100|1000|PL03|14.12.2024|14.12.2024|5000011216|1|PETRL001|Benzin|261|159.404|L|15887.02|INR|V-K009|Verbrauch Heizung Noida|KST-PRD-01|SL03|SPRIYA
100|1000|PL03|12.12.2024|12.12.2024|5000011217|1|PETRL001|Benzin|261|123.598|L|11692.91|INR|V-ESSAR|Verbrauch Generator Noida|KST-FAC-01|SL03|SPRIYA
100|1000|PL03|03.12.2024|01.12.2024|5000011218|1|PETRL001|Benzin|261|87.509|L|8456.07|INR|V-K001|Verbrauch Wartung Noida|KST-MNT-01|SL03|RPANDEY
100|1000|PL03|11.12.2024|11.12.2024|5000011219|1|PETRL001|Benzin|261|165.629|KG|16092.91|INR|V-ESSAR|Verbrauch Fahrzeugflotte Noida|KST-PRD-02|SL03|DRAO
100|1000|PL03|24.12.2024|24.12.2024|5000011220|1|PETRL001|Benzin|261|193.441|L|19528.01|INR|V-K003|Verbrauch Kantine Noida|KST-MNT-01|SL03|PSINGH
100|1000|PL03|15.12.2024|15.12.2024|5000011221|1|CNGFUEL1|Erdgas CNG|261|145.125|KG|11581.43|INR|V-IOCL1|Entnahme DG-Set Noida|KST-PRD-02|SL03|KVELU
100|1000|PL03|23.12.2024|23.12.2024|5000011222|1|CNGFUEL1|Komprimiertes Erdgas|261||KG||INR|V-IOCL1|Verbrauch Heizung Noida|KST-FAC-05|SL03|ASAXEN
100|1000|PL03|03.12.2024|02.12.2024|5000011223|1|CNGFUEL1|Erdgas CNG|261|121.688|KG|10860.82|INR|V-K009|Nutzung Produktion Noida|KST-LOG-03|SL03|RPANDEY
100|1000|PL03|15.12.2024|14.12.2024|5000011224|1|CNGFUEL1|Komprimiertes Erdgas|261|290.724|KG|25150.21|INR|V-K005|Tanken Heizung Noida|KST-FAC-01|SL03|TLAXMAN
100|2000|PL04|13.01.2023|11.01.2023|5000011225|1|DIESEL001|Diesel|261|1272.558|L|85628.65|INR|V-K003|Nutzung Generator Bengaluru|KST-OPS-01|SL04|RPANDEY
100|2000|PL04|18.01.2023|15.01.2023|5000011226|1|DIESEL001|Diesel|261|1409.333|L|105329.73|INR|V-K009|Verbrauch Fahrzeugflotte Bengaluru|KST-FAC-01|SL04|RPANDEY
100|2000|PL04|17.01.2023|17.01.2023|5000011227|1|DIESEL001|Dieselkraftstoff|261|1039.003|L|75108.36|INR|V-K009|Entnahme Notstromaggregat Bengaluru|KST-MNT-01|SL04|SNEHA
100|2000|PL04|28.01.2023|27.01.2023|5000011228|1|DIESEL001|Dieselkraftstoff|261|1302.87|L|95851.62|INR|V-K002|Tanken Produktion Bengaluru|KST-PRD-01|SL04|GMISHRA
100|2000|PL04|15.01.2023|14.01.2023|5000011229|1|DIESEL001|Diesel|261|1492.752|KG|99449.2|INR|V-IOCL1|Tanken Generator Bengaluru|KST-OPS-01|SL04|BCHATT
100|2000|PL04|11.01.2023|10.01.2023|5000011230|1|DIESEL001|Dieselkraftstoff|261|582.633|L|44990.68|INR|V-K009|Nutzung Fahrzeugflotte Bengaluru|KST-FAC-03|SL04|NREDDY
100|2000|PL04|24.01.2023|23.01.2023|5000011231|1|DIESEL001|Diesel|261|812.844|L|61284.23|INR|V-K005|Verbrauch Notstromaggregat Bengaluru|KST-OPS-03|SL04|VMEHTA
100|2000|PL04|10.01.2023|07.01.2023|5000011232|1|DIESEL001|Dieselkraftstoff|261|650.577|L|45260.0|INR|V-K007|Entnahme Fahrzeugflotte Bengaluru|KST-OPS-01|SL04|SPRIYA
100|2000|PL04|02.01.2023|02.01.2023|5000011233|1|CNGFUEL1|Komprimiertes Erdgas|261|315.509|KG|26294.33|INR|V-BPCL1|Entnahme Wartung Bengaluru|KST-FAC-02|SL04|MGUPTA
100|2000|PL04|19.01.2023|19.01.2023|5000011234|1|CNGFUEL1|Komprimiertes Erdgas|261|253.243|KG|21565.89|INR|V-K001|Nutzung Wartung Bengaluru|KST-FAC-02|SL04|DRAO
100|2000|PL04|24.01.2023|24.01.2023|5000011235|1|CNGFUEL1|Komprimiertes Erdgas|261|306.254|KG|24815.05|INR|V-K009|Tanken DG-Set Bengaluru|KST-LOG-02|SL04|SPRIYA
100|2000|PL04|05.01.2023|05.01.2023|5000011236|1|CNGFUEL1|Komprimiertes Erdgas|261|216.953|KG|17326.9|INR|V-K002|Tanken Kantine Bengaluru|KST-LOG-01|SL04|RPANDEY
100|2000|PL04|21.01.2023|19.01.2023|5000011237|1|CNGFUEL1|Komprimiertes Erdgas|261|286.869|KG|25868.18|INR|V-BPCL1|Tanken Wartung Bengaluru|KST-FAC-01|SL04|KVELU
100|2000|PL04|09.01.2023|08.01.2023|5000011238|1|PETRL001|Benzin|261|154.22|L|14568.43|INR|V-K009|Auffuellung Wartung Bengaluru|KST-LOG-03|SL04|TLAXMAN
100|2000|PL04|10.01.2023|09.01.2023|5000011239|1|PETRL001|Benzin|261|93.98|L|9335.31|INR|V-K009|Auffuellung Generator Bengaluru|KST-FAC-01|SL04|GMISHRA
100|2000|PL04|15.01.2023|15.01.2023|5000011240|1|PETRL001|Motorenbenzin|261|100.828|L|9508.94|INR|V-HPCL1|Verbrauch Wartung Bengaluru|KST-MNT-01|SL04|VMEHTA
100|2000|PL04|26.01.2023|25.01.2023|5000011241|1|PETRL001|Motorenbenzin|261|107.59|L|9987.93|INR|V-K001|Auffuellung Wartung Bengaluru|KST-OPS-02|SL04|NREDDY
100|2000|PL04|26.02.2023|24.02.2023|5000011242|1|DIESEL001|Diesel|261|1012.98|L|73288.79|INR|V-K004|Nutzung DG-Set Bengaluru|KST-OPS-02|SL04|BCHATT
100|2000|PL04|27.02.2023|25.02.2023|5000011243|1|DIESEL001|Diesel|261|1225.495|L|89789.93|INR|V-K006|Tanken Kantine Bengaluru|KST-FAC-02|SL04|RJOSHI
100|2000|PL04|08.02.2023|07.02.2023|5000011244|1|DIESEL001|Dieselkraftstoff|261|708.937|L|49859.77|INR|V-K006|Verbrauch DG-Set Bengaluru|KST-PRD-01|SL04|RPANDEY
100|2000|PL04|26.02.2023|26.02.2023|5000011245|1|DIESEL001|Dieselkraftstoff|261|594.575|L|42988.94|INR|V-K009|Verbrauch Generator Bengaluru|KST-LOG-02|SL04|RJOSHI
100|2000|PL04|21.02.2023|20.02.2023|5000011246|1|DIESEL001|Diesel|261|716.782|L|50146.92|INR|V-RELI1|Tanken Notstromaggregat Bengaluru|KST-PRD-01|SL04|RJOSHI
100|2000|PL04|25.02.2023|23.02.2023|5000011247|1|DIESEL001|Diesel|261|595.308|L|45319.92|INR|V-K009||KST-OPS-01|SL04|RPANDEY
100|2000|PL04|06.02.2023|05.02.2023|5000011248|1|DIESEL001|Dieselkraftstoff|261||L||INR|V-K002|Nutzung Fahrzeugflotte Bengaluru|KST-OPS-03|SL04|MGUPTA
100|2000|PL04|08.02.2023|05.02.2023|5000011249|1|DIESEL001|Diesel|261|972.273|L|67359.05|INR|V-K002|Nutzung Heizung Bengaluru|KST-FAC-05|SL04|BCHATT
100|2000|PL04|13.02.2023|11.02.2023|5000011250|1|CNGFUEL1|Erdgas CNG|261|183.482|KG|15124.92|INR|V-K009|Tanken Kantine Bengaluru|KST-PRD-02|SL04|NREDDY
100|2000|PL04|08.02.2023|07.02.2023|5000011251|1|CNGFUEL1|Erdgas CNG|261|282.472|KG|22190.64|INR|V-K004|Verbrauch DG-Set Bengaluru|KST-MNT-01|SL04|SNEHA
100|2000|PL04|03.02.2023|02.02.2023|5000011252|1|CNGFUEL1|Erdgas CNG|261|218.755|KG|17334.96|INR|V-BPCL1|Nutzung Wartung Bengaluru|KST-PRD-01|SL04|ASAXEN
100|2000|PL04|24.02.2023|24.02.2023|5000011253|1|CNGFUEL1|Erdgas CNG|261|307.619|KG|25467.74|INR|V-K007||KST-PRD-01|SL04|KVELU
100|2000|PL04|23.02.2023|23.02.2023|5000011254|1|CNGFUEL1|Komprimiertes Erdgas|261|336.586|KG|30196.11|INR|V-RELI1|Auffuellung Wartung Bengaluru|KST-LOG-01|SL04|RJOSHI
100|2000|PL04|13.02.2023|13.02.2023|5000011255|1|PETRL001|Benzin|261|114.08|L|10202.9|INR|V-K003|Auffuellung Produktion Bengaluru|KST-FAC-01|SL04|KVELU
100|2000|PL04|02.02.2023|30.01.2023|5000011256|1|PETRL001|Benzin|261|121.074|L|11858.13|INR|V-IOCL1|Nutzung Kantine Bengaluru|KST-OPS-03|SL04|RPANDEY
100|2000|PL04|10.02.2023|10.02.2023|5000011257|1|PETRL001|Benzin|261|93.894|L|8299.87|INR|V-K004|Nutzung DG-Set Bengaluru|KST-FAC-02|SL04|DRAO
100|2000|PL04|14.02.2023|14.02.2023|5000011258|1|PETRL001|Benzin|261|92.725|L|9220.43|INR|V-K008||KST-PRD-01|SL04|BCHATT
100|2000|PL04|27.03.2023|27.03.2023|5000011259|1|DIESEL001|Diesel|261|1493.191|L|100024.32|INR|V-ESSAR|Auffuellung DG-Set Bengaluru|KST-PRD-01|SL04|RJOSHI
100|2000|PL04|13.03.2023|10.03.2023|5000011260|1|DIESEL001|Diesel|261|1369.58|L|103820.81|INR|V-BPCL1|Entnahme Generator Bengaluru|KST-LOG-03|SL04|BCHATT
100|2000|PL04|17.03.2023|15.03.2023|5000011261|1|DIESEL001|Dieselkraftstoff|261|1035.265|L|73156.81|INR|V-K006|Nutzung Kantine Bengaluru|KST-OPS-02|SL04|TLAXMAN
100|2000|PL04|19.03.2023|18.03.2023|5000011262|1|DIESEL001|Dieselkraftstoff|261|1390.54|L|105552.31|INR|V-HPCL1|Entnahme Fahrzeugflotte Bengaluru|KST-PRD-02|SL04|SNEHA
100|2000|PL04|14.03.2023|14.03.2023|5000011263|1|DIESEL001|Diesel|261|655.001|L|46836.98|INR|V-IOCL1|Auffuellung Heizung Bengaluru|KST-OPS-03|SL04|SPRIYA
100|2000|PL04|17.03.2023|16.03.2023|5000011264|1|DIESEL001|Diesel|261|1170.147|L|82387.66|INR|V-K003|Auffuellung Fahrzeugflotte Bengaluru|KST-LOG-01|SL04|NREDDY
100|2000|PL04|12.03.2023|09.03.2023|5000011265|1|DIESEL001|Dieselkraftstoff|261|1481.598|L|107806.12|INR|V-HPCL1|Nutzung Produktion Bengaluru|KST-PRD-02|SL04|ASAXEN
100|2000|PL04|18.03.2023|17.03.2023|5000011266|1|DIESEL001|Diesel|261|1160.919|L|84263.07|INR|V-IOCL1|Nutzung Notstromaggregat Bengaluru|KST-MNT-01|SL04|AKUMAR
100|2000|PL04|26.03.2023|23.03.2023|5000011267|1|CNGFUEL1|Komprimiertes Erdgas|261|318.003|KG|25498.04|INR|V-K010|Verbrauch Kantine Bengaluru|KST-PRD-02|SL04|DRAO
100|2000|PL04|13.03.2023|12.03.2023|5000011268|1|CNGFUEL1|Komprimiertes Erdgas|261|296.903|KG|26649.06|INR|V-RELI1|Entnahme Heizung Bengaluru|KST-MNT-01|SL04|RJOSHI
100|2000|PL04|01.03.2023|01.03.2023|5000011269|1|CNGFUEL1|Erdgas CNG|261|300.098|KG|25056.47|INR|V-HPCL1|Tanken Heizung Bengaluru|KST-LOG-01|SL04|GMISHRA
100|2000|PL04|27.03.2023|25.03.2023|5000011270|1|CNGFUEL1|Komprimiertes Erdgas|261|161.979|KG|13829.48|INR|V-K005|Auffuellung Fahrzeugflotte Bengaluru|KST-LOG-02|SL04|NREDDY
100|2000|PL04|15.03.2023|12.03.2023|5000011271|1|CNGFUEL1|Komprimiertes Erdgas|261|365.725|KG|32936.11|INR|V-IOCL1|Verbrauch Kantine Bengaluru|KST-OPS-01|SL04|SNEHA
100|2000|PL04|09.03.2023|09.03.2023|5000011272|1|PETRL001|Motorenbenzin|261|121.691|L|11478.11|INR|V-ESSAR|Entnahme DG-Set Bengaluru|KST-PRD-01|SL04|SNEHA
100|2000|PL04|20.03.2023|19.03.2023|5000011273|1|PETRL001|Motorenbenzin|261|62.725|L|6258.48|INR|V-K008|Verbrauch Generator Bengaluru|KST-FAC-05|SL04|RPANDEY
100|2000|PL04|25.03.2023|23.03.2023|5000011274|1|PETRL001|Benzin|261|115.619|L|11158.98|INR|V-K004|Verbrauch Produktion Bengaluru|KST-FAC-01|SL04|SPRIYA
100|2000|PL04|12.03.2023|11.03.2023|5000011275|1|PETRL001|Benzin|261|108.264|L|9742.66|INR|V-K001|Verbrauch Generator Bengaluru|KST-MNT-01|SL04|PSINGH
100|2000|PL04|03.04.2023|02.04.2023|5000011276|1|DIESEL001|Dieselkraftstoff|261|879.83|L|62556.16|INR|V-K006|Nutzung Produktion Bengaluru|KST-FAC-07|SL04|SNEHA
100|2000|PL04|13.04.2023|13.04.2023|5000011277|1|DIESEL001|Dieselkraftstoff|261|718.254|L|53103.34|INR|V-K001|Auffuellung Fahrzeugflotte Bengaluru|KST-OPS-03|SL04|BCHATT
